title,content,source,year,category,dataset_name,source_url,crawl_source,crawl_date,license_note
2024年10月11日外交部发言人毛宁主持例行记者会 片段 4,"土耳其阿纳多卢通讯社记者：据报道，联合国驻黎巴嫩临时部队的军事设施在黎巴嫩南部遭以色列军队袭击。中国是向联黎部队派遣维和人员的国家之一，你对目前情况有何看法？
毛宁：中方对以色列国防军袭击联黎部队阵地和哨塔并造成联黎部队人员受伤表示严重关切和强烈谴责。任何蓄意攻击联合国维和人员的行为都严重违反国际人道法和安理会第1701号决议，绝对不能接受，必须立即停止。我们要求对事件进行调查，对有关人员进行问责，并采取措施，杜绝再次发生。冲突各方都必须切实保障包括联黎部队在内的全部联合国人员和资产的安全。中方敦促当事方特别是以色列立即采取措施推动局势降温，保障联合国维和人员安全，防止冲突进一步扩大甚至失控。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495386.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月11日外交部发言人毛宁主持例行记者会 片段 5,"澎湃新闻记者：据报道，10日，欧洲议会通过紧急决议，谴责中国政府在新疆、西藏、香港、澳门和内地“侵犯人权”，呼吁在中国经营的企业遵守人权尽职调查义务，呼吁欧盟和成员国对“参与在中国侵犯人权”的高级官员和实体采取更多制裁措施。中方对此有何评论？
毛宁：欧洲议会有关决议罔顾事实，颠倒黑白，恶毒攻击中国新疆人权状况，粗暴干涉中国内政和司法主权，严重违反国际法和国际关系基本准则，中方对此表示强烈愤慨、坚决反对，将向欧方提出严正交涉。 中国人权怎么样，最有发言权的是中国人民而不是欧洲议会。当前新疆社会稳定，经济发展，人民安居乐业，正处于历史上最好的发展时期，中国的治疆政策深入人心，这是任何人都无法否定的事实。 欧洲议会关心子虚乌有的所谓新疆“强迫劳动”，却对欧洲存在的严重人权问题视而不见，对加沙的人道主义灾难置若罔闻，再次向世人暴露了什么是双重标准。我们强烈敦促欧洲议会立即停止编造谎言抹黑中国，立即停止以人权为名干涉中国内政和司法主权，立即停止在人权问题上搞双重标准。欧洲议会没有资格也没有权利以人权“教师爷”自居，应当做的是反躬自省，放弃傲慢与偏见，正视中国的人权成就，尊重中国主权和中国人民自己选择的人权发展道路。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495386.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月11日外交部发言人毛宁主持例行记者会 片段 6,"法新社记者：美国国务卿布林肯今天会见东盟领导人，谴责中方在南海日益危险和非法的行为。中方对此有何评论？
毛宁：我想强调的是，中国在南海的领土主权和海洋权益是在长期的历史过程中形成的，有着充分的历史和法理依据。中国同南海当事国完全有能力、有智慧通过对话协商妥处分歧，共同管控好海上局势。美国等个别域外国家在南海升级武力部署和军事活动，挑动对抗、制造紧张，是南海最大的不稳定源。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495386.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月11日外交部发言人毛宁主持例行记者会 片段 7,"深圳卫视记者：10月10日，在日内瓦举行的联合国人权理事会第57届会议以协商一致方式通过中国牵头提交的无障碍建设专题决议。发言人能否介绍更多情况？
毛宁：当地时间10月10日，联合国人权理事会第57届会议以协商一致方式通过中国代表喀麦隆、洪都拉斯、巴基斯坦、土耳其等30国提交的“无障碍建设促进所有人享有人权”决议。这是联合国首次就无障碍建设通过专题决议。 人权内涵是全面丰富的，也是不断发展的。无障碍建设是促进残疾人、老年人等各类群体平等便捷参与社会生活，充分实现各项人权的重要保障。决议将有力增强各方对无障碍建设的认识和关注，促进相关领域国际合作，有利于推动国际人权事业健康发展。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495386.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月11日外交部发言人毛宁主持例行记者会 片段 8,"法新社记者：欧洲理事会主席今天在东盟峰会期间表示，中国必须调整其行为，以解决与欧洲不断升级的贸易摩擦。中方对此有何评论？
毛宁：对于中欧经贸争端，中方已多次阐明立场。我想指出的是，欧方应当清醒认识到，加征关税解决不了任何问题，只会破坏欧盟营商环境，动摇中国企业对欧洲投资合作的信心，削弱欧盟有关产业竞争力，破坏全球产供链稳定，损人不利己。我们敦促欧方拿出实际行动，同中方相向而行，通过磋商寻求解决方案，避免贸易摩擦扩大升级。 ******************************************",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495386.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月11日外交部发言人毛宁主持例行记者会 片段 9,"会后有记者问及：我们注意到，美国前阶段在菲律宾部署“堤丰”中导系统，引发广泛关注。近期菲律宾军方声称希望“堤丰”中导系统在菲长期部署。请问中方对此有何评论？
毛宁：今年4月，美方将“堤丰”中导系统运抵菲律宾。这是冷战结束以来，美国首次在海外和亚太地区部署中程导弹，也是美国2019年退出《中导条约》后首次部署此类战略武器。一个核大国把进攻性战略武器部署在其他国家门口，严重破坏地区和平稳定，损害他国正当安全利益，同各国人民谋和平、促发展的愿望背道而驰。 中方坚决反对美国以任何方式在亚太地区包括菲律宾部署陆基中导。希望有关各方认识到这一问题的高度敏感性和危害性，反对美方在本地区推高对立对抗、挑动军备竞赛的图谋和行径，共同致力于维护本地区安全和稳定。 相关附件",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495386.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月14日外交部发言人毛宁主持例行记者会 片段 1,"总台央视记者：中方发布了李强总理将出席上海合作组织成员国政府首脑（总理）理事会第二十三次会议的有关信息，中方对此次上合组织会议有何期待？
毛宁：成立23年来，上合组织成员国始终秉持“上海精神”，牢牢把握时代潮流，不断增进睦邻友好，持续深化各领域合作，为维护亚欧大陆安全稳定、促进地区国家发展繁荣做出重要贡献。当前，百年变局加速演进，国际社会期待上合组织展现更大担当，务实合作取得更多成果。 今年7月，习近平主席出席上合组织阿斯塔纳峰会，提出共建上合组织团结互信、和平安宁、繁荣发展、睦邻友好、公平正义“五个共同家园”的重要倡议，同成员国领导人就倡导团结合作、维护国际公平正义和完善上合组织运作机制等达成重要共识，为新形势下上合组织发展指明了方向。会后中方接任上合组织轮值主席国，并将于明年主办峰会。李强总理出席此次上合组织成员国总理会议，将同与会各国领导人围绕落实阿斯塔纳峰会共识，推进上合组织务实合作深入交换意见。中方相信，本次会议将取得积极成果，为地区国家安全、稳定和发展提供更多助力。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495389.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月14日外交部发言人毛宁主持例行记者会 片段 2,"韩联社记者：韩国政府提名前总统秘书室长金大棋为新任驻华大使。中方认为韩国驻华大使更替对韩中首脑交流等高层交往产生什么影响？中国驻韩大使已空缺3个多月，何时任命继任者？
毛宁：大使是国与国关系发展的桥梁。我们愿就韩国提名新任驻华大使同韩方保持沟通，共同推动中韩关系健康稳定发展。 关于新任中国驻韩国大使，我没有可以提供的信息，你可以关注外交部网站更新。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495389.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月14日外交部发言人毛宁主持例行记者会 片段 3,"法新社记者：中方宣布在台湾周边海域进行军事演习，外交部能否进一步介绍演习的具体目标和内容？能否透露该演习何时结束？外交部对于那些称中国正在破坏地区和平稳定的声音有何回应？
毛宁：这不是外交问题，建议向中方主管部门了解。我可以告诉你的是，“台独”与台海和平水火不容。“台独”势力的挑衅必然会遭到反制。中方一直致力于维护地区和平稳定，地区国家对此有目共睹。如果关心台海和平稳定，首先要做的是坚决反对“台独”。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495389.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月14日外交部发言人毛宁主持例行记者会 片段 4,"日本广播协会记者：美国国务院发言人对此次军事演习表达严重关切，外交部对此有何评论？
毛宁：台湾是中国的一部分，台湾问题是中国内政，不容任何外来干涉。如果美方真的在乎台海的和平稳定和地区的繁荣，就应当恪守一个中国原则和中美三个联合公报，切实将美国领导人不支持“台独”的承诺落到实处，停止武装台湾，停止向“台独”分裂势力发出任何错误信号。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495389.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月14日外交部发言人毛宁主持例行记者会 片段 5,"澎湃新闻记者：10月11日至14日，李强总理对老挝、越南进行正式访问。能否介绍访问情况及主要成果？
毛宁：老挝和越南都是中国的社会主义友好邻邦，这是李强总理任内首次访问两国，访问取得了积极成果。 一是凸显建设双边命运共同体战略意义。老方表示，老挝党、政府和人民始终视中国为密不可分的好邻居、好朋友、好同志、好伙伴。越方强调，越南党和政府始终将对华关系视为越南对外政策的战略选择和头等优先。中老、中越都认为，各自国家的发展是对方国家的发展机遇，是地区和世界发展的积极因素。一致同意坚持从战略高度和长远角度把握双边关系，坚定支持彼此推进各自国家社会主义建设和探索各具特色的现代化事业，落实好两党两国最高领导人重要共识，推动双边命运共同体建设取得更多务实成果。 二是重申重大问题上的原则立场。老方、越方均重申，坚定恪守一个中国原则，坚决反对一切形式的“台独”分裂活动，坚定支持三大全球倡议。三方都认为要反对阵营对抗，反对强权政治，反对各种形式的单边主义，一致同意加强在多边机制中的协调配合，积极开展三大全球倡议合作，共同倡导平等有序的世界多极化和普惠包容的经济全球化。 三是一致同意深化全面战略合作。中老双方将持续推进“一带一路”倡议与老挝“变陆锁国为陆联国”战略对接，拓展贸易、投资、产能、电力、矿产等各领域务实合作，加快中老铁路沿线开发和“一地两检”，推动中老全方位合作取得更多可视成果。中越双方将加强发展战略对接，同步推进铁路、高速公路、口岸基础设施“硬联通”和智慧海关等“软联通”，为提升贸易投资便利化水平、维护供应链稳定畅通提供坚实支撑。积极研究试点建设跨境经济合作区，拓展信息技术、新能源、数字经济、重要矿产的新兴领域合作。办好2025年中越建交75周年暨“中越人文交流年”活动。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495389.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月14日外交部发言人毛宁主持例行记者会 片段 6,"朝日电视台记者：上周五，“日本原子弹氢弹爆炸受害者团体协议会”获得今年诺贝尔和平奖。中方对此有何评论？
毛宁：我注意到有关报道。中方一贯认为，全面禁止和彻底销毁核武器，建立无核武器世界，符合全人类的共同利益。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495389.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月14日外交部发言人毛宁主持例行记者会 片段 7,"记者追问：中国的主流媒体几乎没有报道诺贝尔和平奖，却报道了其他奖项。这是为什么？
毛宁：我没有注意到你提到的情况。中国媒体自主选择报道内容。",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495389.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
2024年10月14日外交部发言人毛宁主持例行记者会 片段 8,"巴基斯坦联合通讯社记者：中方昨天发布了李强总理将对巴基斯坦进行正式访问的消息。中方如何评价当前巴中关系？对此次访问有何期待？
毛宁：中国和巴基斯坦是铁杆朋友和全天候战略合作伙伴，两国关系历经考验、坚如磐石。巴基斯坦总理夏巴兹今年6月成功对中国进行正式访问，双方积极落实两国领导人达成的重要共识，中巴关系呈现高水平良好发展势头。 此访是李强总理就任以来首次访问巴基斯坦，也将实现两国总理年内互访，对深化中巴全天候战略合作伙伴关系具有重要意义。 中方期待通过此访，同巴方一道，弘扬传统友谊、加强战略沟通、高质量共建中巴经济走廊、深化拓展全方位合作，维护中方在巴人员、项目和机构安全，加快构建新时代更加紧密的中巴命运共同体，携手维护地区和平稳定和发展繁荣。 《环球时报》记者：我们注意到最近一份由中国国家计算机病毒应急处理中心、计算机病毒防治技术国家工程实验室和360公司发布的公开报告中披露了美方集中炒作名为“伏特台风”的组织，通过嫁祸他国掩盖自身网络攻击行为，请问中方对此有何评论？",访谈语料,2024,外交部记者会,mfa_press,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/202412/t20241217_11495389.shtml,外交部例行记者会实录,2026-04-29,公开网页文字片段，仅用于语料检索展示；上线展示短片段，并提供原文链接，版权归原网站及相关权利人所有。
